kernel_name,arch,M,N,K,block_M,block_N,block_K,k_tiles,grid_x,grid_y,num_ctas,threads_per_cta,warps_per_cta,dynamic_shared_bytes_per_cta,registers_per_thread,registers_per_thread_source,register_estimate,pipeline_stages,dtype_a,dtype_b,dtype_c,bytes_a_per_element,bytes_b_per_element,bytes_c_per_element,flops,dram_read_bytes_tiled,dram_write_bytes_tiled,dram_bytes_tiled,dram_bytes_ideal,arithmetic_intensity_tiled,arithmetic_intensity_ideal,mma_shape,mma_flops_per_instruction,mma_instructions_total_est,mma_instructions_per_cta_est,roofline_bound_tflops,memory_roof_tflops,compute_roof_tflops,notes,pipeline_num_sms,pipeline_smem_per_sm_bytes,pipeline_max_threads_per_sm,pipeline_cta_limit_per_sm,pipeline_resident_ctas_per_sm,pipeline_occupancy,pipeline_active_ctas_per_wave,pipeline_waves,pipeline_tensor_peak_tflops,pipeline_load_bandwidth_gbs,pipeline_store_bandwidth_gbs,pipeline_tensor_efficiency,pipeline_load_efficiency,pipeline_store_efficiency,pipeline_effective_tensor_peak_tflops,pipeline_effective_load_bandwidth_gbs,pipeline_effective_store_bandwidth_gbs,pipeline_prologue_k_tiles,pipeline_steady_k_tiles,pipeline_epilogue_k_tiles,pipeline_load_bytes_per_k_tile_per_cta,pipeline_compute_flops_per_k_tile_per_cta,pipeline_store_bytes_per_cta,pipeline_load_us_per_k_tile,pipeline_compute_us_per_k_tile,pipeline_store_us_per_cta,pipeline_estimated_cta_us,pipeline_estimated_kernel_us,pipeline_estimated_kernel_ms,pipeline_estimated_tflops,pipeline_steady_state_bottleneck
matmul_kernel,sm_86,1024,1024,1024,128,128,32,32,8,8,64,128,4,49152,171,tir_static_estimate,"{""explicit_local_registers"": 161, ""kernel_pointer_registers"": 6, ""launch_index_registers"": 3, ""serial_loop_registers"": 1, ""estimated_registers_per_thread"": 171, ""local_buffer_registers"": {""C_local"": 128, ""C_local_cast"": 1, ""A_local"": 16, ""B_local"": 16}, ""method"": ""tir_static_estimate"", ""confidence"": ""heuristic""}",3,float16,float16,float16,2,2,2,2147483648,33554432,2097152,35651584,6291456,60.23529411764706,341.3333333333333,m16n8k16,4096,524288,8192,56.386017882352945,56.386017882352945,119.47923416789396,"[""K tile count inferred as T.serial trip count + 2 pipeline prologue/epilogue tiles.""]",82,102400,1536,16,2,"{""resident_ctas_per_sm"": 2, ""by_shared_memory"": 2, ""by_threads"": 12, ""by_registers"": 2, ""by_architecture"": 16, ""allocated_registers_per_cta"": 22528, ""limiting_resources"": [""shared_memory"", ""registers""]}",64,1,119.47923416789396,2149.891016200295,936.096,0.75,0.75,0.75,89.60942562592047,1612.4182621502212,702.072,2,30,2,16384,1048576,32768,0.6503126543615823,0.7489040748921848,2.9870896432274754,28.252645348500554,28.252645348500554,0.028252645348500555,76.01000265675911,compute
