wave_index,ctas,active_sms,resident_ctas_per_sm,ctas_per_active_sm,effective_depth,l2_hit_rate,load_l2_bytes,load_ddr_bytes,store_ddr_bytes,t_pro_us,t_steady_us,t_epi_us,t_store_us,latency_us,steady_bottleneck,load_vector_us_per_k_tc,load_vector_us_per_k_smem,load_vector_us_per_k_l2,load_vector_us_per_k_ddr,compute_vector_us_per_k_tc,compute_vector_us_per_k_smem,compute_vector_us_per_k_l2,compute_vector_us_per_k_ddr,store_vector_us_tc,store_vector_us_smem,store_vector_us_l2,store_vector_us_ddr
0,64,64,2,1,2,0.875,33554432,4194304,2097152,1.249819632601166,1.8946259873234845,3.789251974646969,2.870406454038902,64.74825768099157,tc,0.0,0.08995625118333857,0.624909816300583,0.17940040337743138,1.8946259873234845,0.0,0.0,0.0,0.0,0.0,1.249819632601166,2.870406454038902
