wave_index,ctas,active_sms,resident_ctas_per_sm,effective_depth,l2_hit_rate,load_l2_bytes,load_ddr_bytes,store_ddr_bytes,t_pro_us,t_steady_us,t_epi_us,t_store_us,latency_us,steady_bottleneck,load_vector_us_per_k_tc,load_vector_us_per_k_smem,load_vector_us_per_k_l2,load_vector_us_per_k_ddr,compute_vector_us_per_k_tc,compute_vector_us_per_k_smem,compute_vector_us_per_k_l2,compute_vector_us_per_k_ddr,store_vector_us_tc,store_vector_us_smem,store_vector_us_l2,store_vector_us_ddr
0,64,32,2,5,0.875,33554432,4194304,2097152,6.116693333333334,1.8790481920000002,9.39524096,9.657936842105265,75.9041723194386,tc,0.0,0.32767999999999997,1.2233386666666668,0.6036210526315791,1.8790481920000002,0.0,0.0,0.0,0.0,0.0,2.4466773333333336,9.657936842105265
